lexisOnTextAE-id	lexicalTextAE-span	lexisDic-id	Dic-id	PubMed-id	Registered	LastUpdated
lexisOnTextAE-id_1	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/0-14	lexisDic-id_1	Dic-id_1	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_2	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/26-34	lexisDic-id_2	Dic-id_2	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_3	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/51-68	lexisDic-id_3	Dic-id_3	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_4	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/73-97	lexisDic-id_4	Dic-id_4	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_5	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/105-112	lexisDic-id_5	Dic-id_5	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_6	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/120-142	lexisDic-id_6	Dic-id_6	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_7	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/151-171	lexisDic-id_7	Dic-id_7	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_8	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/179-196	lexisDic-id_8	Dic-id_8	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_9	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/377-383	lexisDic-id_9	Dic-id_9	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_10	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/392-400	lexisDic-id_10	Dic-id_10	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_11	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/406-428	lexisDic-id_11	Dic-id_11	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_12	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/430-443	lexisDic-id_12	Dic-id_12	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_13	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/464-473	lexisDic-id_13	Dic-id_13	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_14	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/478-498	lexisDic-id_7	Dic-id_7	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_15	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/523-541	lexisDic-id_14	Dic-id_14	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_16	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1400-1402	lexisDic-id_15	Dic-id_15	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_17	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1410-1417	lexisDic-id_16	Dic-id_16	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_18	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1436-1449	lexisDic-id_12	Dic-id_12	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_19	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1454-1457	lexisDic-id_17	Dic-id_17	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_20	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1458-1466	lexisDic-id_18	Dic-id_18	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_21	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1468-1483	lexisDic-id_19	Dic-id_19	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_22	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1488-1499	lexisDic-id_20	Dic-id_20	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_23	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1513-1518	lexisDic-id_21	Dic-id_21	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_24	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1523-1534	lexisDic-id_22	Dic-id_22	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_25	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1560-1570	lexisDic-id_23	Dic-id_23	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_26	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1575-1596	lexisDic-id_24	Dic-id_24	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_27	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1588-1596	lexisDic-id_25	Dic-id_25	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_28	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1607-1626	lexisDic-id_26	Dic-id_26	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_29	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1628-1639	lexisDic-id_27	Dic-id_27	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_30	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1644-1652	lexisDic-id_28	Dic-id_28	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_31	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2117-2130	lexisDic-id_12	Dic-id_12	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_32	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2148-2168	lexisDic-id_7	Dic-id_7	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_33	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2172-2177	lexisDic-id_21	Dic-id_21	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_34	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2187-2197	lexisDic-id_23	Dic-id_23	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_35	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2202-2223	lexisDic-id_24	Dic-id_24	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_36	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2215-2223	lexisDic-id_25	Dic-id_25	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_37	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2231-2257	lexisDic-id_29	Dic-id_29	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_38	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2261-2271	lexisDic-id_30	Dic-id_30	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_39	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2272-2297	lexisDic-id_31	Dic-id_31	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_40	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2298-2305	lexisDic-id_32	Dic-id_32	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_41	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2312-2320	lexisDic-id_33	Dic-id_33	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_42	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2321-2330	lexisDic-id_34	Dic-id_34	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_43	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2334-2353	lexisDic-id_35	Dic-id_35	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_44	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/951-954	lexisDic-id_36	Dic-id_36	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_45	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/955-962	lexisDic-id_37	Dic-id_37	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_46	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/963-967	lexisDic-id_38	Dic-id_38	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_47	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/968-975	lexisDic-id_32	Dic-id_32	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_48	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/981-995	lexisDic-id_40	Dic-id_40	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_49	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/996-1001	lexisDic-id_41	Dic-id_41	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_50	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1002-1013	lexisDic-id_42	Dic-id_42	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_51	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1015-1020	lexisDic-id_43	Dic-id_43	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_52	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1026-1030	lexisDic-id_44	Dic-id_44	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_53	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1031-1038	lexisDic-id_32	Dic-id_32	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_54	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1044-1052	lexisDic-id_46	Dic-id_46	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_55	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1054-1059	lexisDic-id_47	Dic-id_47	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_56	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1060-1064	lexisDic-id_38	Dic-id_38	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_57	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1065-1069	lexisDic-id_48	Dic-id_48	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_58	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1071-1081	lexisDic-id_49	Dic-id_49	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_59	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1082-1087	lexisDic-id_41	Dic-id_41	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_60	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1088-1098	lexisDic-id_50	Dic-id_50	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_61	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1099-1115	lexisDic-id_51	Dic-id_51	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_62	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1117-1123	lexisDic-id_52	Dic-id_52	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_63	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1141-1174	lexisDic-id_53	Dic-id_53	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_64	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26155072/spans/78-87	lexisDic-id_54	Dic-id_54	26155072	2021-08-21	2021-09-19
lexisOnTextAE-id_65	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26155072/spans/99-116	lexisDic-id_55	Dic-id_55	26155072	2021-08-21	2021-09-19
lexisOnTextAE-id_66	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26155072/spans/122-127	lexisDic-id_56	Dic-id_56	26155072	2021-08-21	2021-09-19
lexisOnTextAE-id_67	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26155072/spans/152-157	lexisDic-id_57	Dic-id_57	26155072	2021-08-21	2021-09-19
lexisOnTextAE-id_68	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26155072/spans/183-189	lexisDic-id_58	Dic-id_58	26155072	2021-08-21	2021-09-19
lexisOnTextAE-id_69	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26155072/spans/190-201	lexisDic-id_59	Dic-id_59	26155072	2021-08-21	2021-09-19
lexisOnTextAE-id_70	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26155072/spans/202-206	lexisDic-id_60	Dic-id_60	26155072	2021-08-21	2021-09-19
lexisOnTextAE-id_71	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26155072/spans/210-214	lexisDic-id_61	Dic-id_61	26155072	2021-08-21	2021-09-19
lexisOnTextAE-id_72	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26155072/spans/219-227	lexisDic-id_10	Dic-id_10	26155072	2021-08-21	2021-09-19
lexisOnTextAE-id_73	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26155072/spans/240-252	lexisDic-id_62	Dic-id_62	26155072	2021-08-21	2021-09-19
lexisOnTextAE-id_74	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26155072/spans/260-267	lexisDic-id_63	Dic-id_63	26155072	2021-08-21	2021-09-19
lexisOnTextAE-id_75	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26155072/spans/271-277	lexisDic-id_64	Dic-id_64	26155072	2021-08-21	2021-09-19
lexisOnTextAE-id_76	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26155072/spans/278-285	lexisDic-id_10	Dic-id_10	26155072	2021-08-21	2021-09-19
lexisOnTextAE-id_77	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/26155072/spans/286-294	lexisDic-id_65	Dic-id_65	26155072	2021-08-21	2021-09-19
lexisOnTextAE-id_78	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1672-1685	lexisDic-id_12	Dic-id_12	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_79	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1686-1693	lexisDic-id_66	Dic-id_66	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_80	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1694-1703	lexisDic-id_67	Dic-id_67	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_81	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1709-1712	lexisDic-id_36	Dic-id_36	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_82	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1713-1720	lexisDic-id_37	Dic-id_37	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_83	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1721-1725	lexisDic-id_38	Dic-id_38	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_84	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1726-1733	lexisDic-id_32	Dic-id_32	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_85	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1739-1744	lexisDic-id_41	Dic-id_41	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_86	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1745-1756	lexisDic-id_42	Dic-id_42	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_87	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1761-1769	lexisDic-id_46	Dic-id_46	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_88	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1770-1777	lexisDic-id_37	Dic-id_37	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_89	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1778-1782	lexisDic-id_44	Dic-id_44	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_90	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1783-1790	lexisDic-id_32	Dic-id_32	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_91	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1796-1806	lexisDic-id_50	Dic-id_50	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_92	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1807-1823	lexisDic-id_51	Dic-id_51	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_93	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1838-1848	lexisDic-id_68	Dic-id_68	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_94	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1206-1219	lexisDic-id_12	Dic-id_12	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_95	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1220-1227	lexisDic-id_69	Dic-id_69	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_96	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1231-1241	lexisDic-id_70	Dic-id_70	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_97	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1246-1253	lexisDic-id_37	Dic-id_37	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_98	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1254-1266	lexisDic-id_71	Dic-id_71	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_99	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1279-1282	lexisDic-id_72	Dic-id_72	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_100	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1283-1299	lexisDic-id_73	Dic-id_73	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_101	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1356-1375	lexisDic-id_35	Dic-id_35	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_102	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1911-1914	lexisDic-id_72	Dic-id_72	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_103	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1915-1931	lexisDic-id_73	Dic-id_73	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_104	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1960-1964	lexisDic-id_74	Dic-id_74	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_105	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1965-1983	lexisDic-id_75	Dic-id_75	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_106	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1991-1998	lexisDic-id_10	Dic-id_10	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_107	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/1999-2006	lexisDic-id_66	Dic-id_66	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_108	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2010-2016	lexisDic-id_76	Dic-id_76	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_109	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2017-2031	lexisDic-id_77	Dic-id_77	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_110	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2039-2050	lexisDic-id_78	Dic-id_78	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_111	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2054-2061	lexisDic-id_37	Dic-id_37	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_112	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2062-2074	lexisDic-id_71	Dic-id_71	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_113	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2079-2089	lexisDic-id_79	Dic-id_79	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_114	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/32097700/spans/2093-2103	lexisDic-id_70	Dic-id_70	32097700	2021-08-21	2021-09-19
lexisOnTextAE-id_115	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/159-182	lexisDic-id_80	Dic-id_80	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_116	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/183-191	lexisDic-id_81	Dic-id_81	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_117	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/197-202	lexisDic-id_82	Dic-id_82	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_118	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/203-212	lexisDic-id_83	Dic-id_83	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_119	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/217-226	lexisDic-id_84	Dic-id_84	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_120	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/227-236	lexisDic-id_85	Dic-id_85	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_121	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/240-253	lexisDic-id_86	Dic-id_86	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_122	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/427-439	lexisDic-id_5	Dic-id_5	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_123	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/441-455	lexisDic-id_87	Dic-id_87	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_124	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/441-448	lexisDic-id_88	Dic-id_88	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_125	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/460-466	lexisDic-id_89	Dic-id_89	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_126	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/481-494	lexisDic-id_90	Dic-id_90	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_127	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/499-507	lexisDic-id_91	Dic-id_91	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_128	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/508-516	lexisDic-id_92	Dic-id_92	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_129	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/539-549	lexisDic-id_93	Dic-id_93	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_130	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/553-560	lexisDic-id_94	Dic-id_94	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_131	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/564-572	lexisDic-id_95	Dic-id_95	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_132	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/573-581	lexisDic-id_92	Dic-id_92	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_133	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/880-895	lexisDic-id_96	Dic-id_96	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_134	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/950-962	lexisDic-id_97	Dic-id_97	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_135	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/966-976	lexisDic-id_93	Dic-id_93	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_136	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/984-989	lexisDic-id_98	Dic-id_98	33524028	2021-08-21	2021-09-19
lexisOnTextAE-id_137	https://pubannotation.org/projects/Zoonoses/docs/sourcedb/PubMed/sourceid/33524028/spans/990-998	lexisDic-id_92	Dic-id_92	33524028	2021-08-21	2021-09-19
