lexisGroup-id	lexisOnTextAE-id	Registered	LastUpdated
lexisGroup-id_141	lexisOnTextAE-id_1178	2021-08-28	
lexisGroup-id_141	lexisOnTextAE-id_1179	2021-08-28	
lexisGroup-id_141	lexisOnTextAE-id_1185	2021-08-28	
lexisGroup-id_141	lexisOnTextAE-id_1186	2021-08-28	
lexisGroup-id_141	lexisOnTextAE-id_1187	2021-08-28	
lexisGroup-id_142	lexisOnTextAE-id_1178	2021-08-28	
lexisGroup-id_142	lexisOnTextAE-id_1180	2021-08-28	
lexisGroup-id_142	lexisOnTextAE-id_1185	2021-08-28	
lexisGroup-id_142	lexisOnTextAE-id_1186	2021-08-28	
lexisGroup-id_142	lexisOnTextAE-id_1187	2021-08-28	
lexisGroup-id_143	lexisOnTextAE-id_1178	2021-08-28	
lexisGroup-id_143	lexisOnTextAE-id_1181	2021-08-28	
lexisGroup-id_143	lexisOnTextAE-id_1182	2021-08-28	
lexisGroup-id_143	lexisOnTextAE-id_1183	2021-08-28	
lexisGroup-id_143	lexisOnTextAE-id_1184	2021-08-28	
lexisGroup-id_143	lexisOnTextAE-id_1185	2021-08-28	
lexisGroup-id_143	lexisOnTextAE-id_1186	2021-08-28	
lexisGroup-id_143	lexisOnTextAE-id_1187	2021-08-28	
lexisGroup-id_144	lexisOnTextAE-id_1188	2021-08-28	
lexisGroup-id_144	lexisOnTextAE-id_1189	2021-08-28	
lexisGroup-id_144	lexisOnTextAE-id_1190	2021-08-28	
lexisGroup-id_144	lexisOnTextAE-id_1191	2021-08-28	
lexisGroup-id_144	lexisOnTextAE-id_1192	2021-08-28	
lexisGroup-id_144	lexisOnTextAE-id_1193	2021-08-28	
lexisGroup-id_145	lexisOnTextAE-id_1188	2021-08-28	
lexisGroup-id_145	lexisOnTextAE-id_1191	2021-08-28	
lexisGroup-id_145	lexisOnTextAE-id_1192	2021-08-28	
lexisGroup-id_145	lexisOnTextAE-id_1193	2021-08-28	
lexisGroup-id_146	lexisOnTextAE-id_1189	2021-08-28	
lexisGroup-id_146	lexisOnTextAE-id_1190	2021-08-28	
lexisGroup-id_146	lexisOnTextAE-id_1191	2021-08-28	
lexisGroup-id_146	lexisOnTextAE-id_1192	2021-08-28	
lexisGroup-id_146	lexisOnTextAE-id_1193	2021-08-28	
lexisGroup-id_147	lexisOnTextAE-id_1194	2021-08-28	
lexisGroup-id_147	lexisOnTextAE-id_1195	2021-08-28	
lexisGroup-id_147	lexisOnTextAE-id_1196	2021-08-28	
lexisGroup-id_147	lexisOnTextAE-id_1197	2021-08-28	
lexisGroup-id_148	lexisOnTextAE-id_1198	2021-08-28	
lexisGroup-id_148	lexisOnTextAE-id_1199	2021-08-28	
lexisGroup-id_148	lexisOnTextAE-id_1200	2021-08-28	
lexisGroup-id_148	lexisOnTextAE-id_1201	2021-08-28	
lexisGroup-id_148	lexisOnTextAE-id_1202	2021-08-28	
lexisGroup-id_148	lexisOnTextAE-id_1203	2021-08-28	
lexisGroup-id_148	lexisOnTextAE-id_1204	2021-08-28	
lexisGroup-id_148	lexisOnTextAE-id_1205	2021-08-28	
lexisGroup-id_148	lexisOnTextAE-id_1206	2021-08-28	
lexisGroup-id_148	lexisOnTextAE-id_1207	2021-08-28	
lexisGroup-id_148	lexisOnTextAE-id_1208	2021-08-28	
lexisGroup-id_148	lexisOnTextAE-id_1209	2021-08-28	
lexisGroup-id_148	lexisOnTextAE-id_1210	2021-08-28	
lexisGroup-id_148	lexisOnTextAE-id_1211	2021-08-28	
lexisGroup-id_149	lexisOnTextAE-id_1212	2021-08-28	
lexisGroup-id_149	lexisOnTextAE-id_1213	2021-08-28	
lexisGroup-id_149	lexisOnTextAE-id_1214	2021-08-28	
lexisGroup-id_149	lexisOnTextAE-id_1215	2021-08-28	
lexisGroup-id_149	lexisOnTextAE-id_1216	2021-08-28	
lexisGroup-id_149	lexisOnTextAE-id_1217	2021-08-28	
lexisGroup-id_149	lexisOnTextAE-id_1218	2021-08-28	
lexisGroup-id_149	lexisOnTextAE-id_1219	2021-08-28	
lexisGroup-id_149	lexisOnTextAE-id_1220	2021-08-28	
lexisGroup-id_149	lexisOnTextAE-id_1221	2021-08-28	
lexisGroup-id_150	lexisOnTextAE-id_1222	2021-08-28	
lexisGroup-id_150	lexisOnTextAE-id_1223	2021-08-28	
lexisGroup-id_150	lexisOnTextAE-id_1224	2021-08-28	
lexisGroup-id_150	lexisOnTextAE-id_1225	2021-08-28	
lexisGroup-id_150	lexisOnTextAE-id_1226	2021-08-28	
lexisGroup-id_150	lexisOnTextAE-id_1227	2021-08-28	
lexisGroup-id_150	lexisOnTextAE-id_1228	2021-08-28	
lexisGroup-id_150	lexisOnTextAE-id_1229	2021-08-28	
lexisGroup-id_150	lexisOnTextAE-id_1230	2021-08-28	
lexisGroup-id_150	lexisOnTextAE-id_1231	2021-08-28	
lexisGroup-id_150	lexisOnTextAE-id_1232	2021-08-28	
lexisGroup-id_150	lexisOnTextAE-id_1233	2021-08-28	
lexisGroup-id_150	lexisOnTextAE-id_1234	2021-08-28	
lexisGroup-id_150	lexisOnTextAE-id_1235	2021-08-28	
lexisGroup-id_151	lexisOnTextAE-id_1236	2021-08-28	
lexisGroup-id_151	lexisOnTextAE-id_1237	2021-08-28	
lexisGroup-id_151	lexisOnTextAE-id_1238	2021-08-28	
lexisGroup-id_151	lexisOnTextAE-id_1239	2021-08-28	
lexisGroup-id_151	lexisOnTextAE-id_1240	2021-08-28	
lexisGroup-id_151	lexisOnTextAE-id_1241	2021-08-28	
lexisGroup-id_151	lexisOnTextAE-id_1242	2021-08-28	
lexisGroup-id_151	lexisOnTextAE-id_1243	2021-08-28	
lexisGroup-id_151	lexisOnTextAE-id_1244	2021-08-28	
lexisGroup-id_151	lexisOnTextAE-id_1245	2021-08-28	
lexisGroup-id_151	lexisOnTextAE-id_1246	2021-08-28	
lexisGroup-id_152	lexisOnTextAE-id_1247	2021-08-28	
lexisGroup-id_152	lexisOnTextAE-id_1248	2021-08-28	
lexisGroup-id_152	lexisOnTextAE-id_1249	2021-08-28	
lexisGroup-id_152	lexisOnTextAE-id_1250	2021-08-28	
lexisGroup-id_152	lexisOnTextAE-id_1251	2021-08-28	
lexisGroup-id_152	lexisOnTextAE-id_1252	2021-08-28	
lexisGroup-id_152	lexisOnTextAE-id_1253	2021-08-28	
lexisGroup-id_152	lexisOnTextAE-id_1254	2021-08-28	
lexisGroup-id_153	lexisOnTextAE-id_1255	2021-09-01	
lexisGroup-id_153	lexisOnTextAE-id_1256	2021-09-01	
lexisGroup-id_153	lexisOnTextAE-id_1257	2021-09-01	
lexisGroup-id_153	lexisOnTextAE-id_1258	2021-09-01	
lexisGroup-id_153	lexisOnTextAE-id_1259	2021-09-01	
lexisGroup-id_154	lexisOnTextAE-id_1260	2021-09-01	
lexisGroup-id_154	lexisOnTextAE-id_1261	2021-09-01	
lexisGroup-id_154	lexisOnTextAE-id_1262	2021-09-01	
lexisGroup-id_154	lexisOnTextAE-id_1263	2021-09-01	
lexisGroup-id_154	lexisOnTextAE-id_1264	2021-09-01	
lexisGroup-id_154	lexisOnTextAE-id_1265	2021-09-01	
lexisGroup-id_154	lexisOnTextAE-id_1266	2021-09-01	
lexisGroup-id_154	lexisOnTextAE-id_1267	2021-09-01	
lexisGroup-id_154	lexisOnTextAE-id_1268	2021-09-01	
lexisGroup-id_154	lexisOnTextAE-id_1269	2021-09-01	
lexisGroup-id_155	lexisOnTextAE-id_1270	2021-09-01	
lexisGroup-id_156	lexisOnTextAE-id_1271	2021-09-01	
lexisGroup-id_156	lexisOnTextAE-id_1272	2021-09-01	
lexisGroup-id_156	lexisOnTextAE-id_1273	2021-09-01	
lexisGroup-id_156	lexisOnTextAE-id_1274	2021-09-01	
lexisGroup-id_156	lexisOnTextAE-id_1275	2021-09-01	
lexisGroup-id_156	lexisOnTextAE-id_1276	2021-09-01	
lexisGroup-id_156	lexisOnTextAE-id_1277	2021-09-01	
lexisGroup-id_157	lexisOnTextAE-id_1278	2021-09-01	
lexisGroup-id_157	lexisOnTextAE-id_1279	2021-09-01	
lexisGroup-id_157	lexisOnTextAE-id_1280	2021-09-01	
lexisGroup-id_157	lexisOnTextAE-id_1281	2021-09-01	
lexisGroup-id_158	lexisOnTextAE-id_1282	2021-09-01	
lexisGroup-id_158	lexisOnTextAE-id_1283	2021-09-01	
lexisGroup-id_158	lexisOnTextAE-id_1284	2021-09-01	
lexisGroup-id_158	lexisOnTextAE-id_1285	2021-09-01	
lexisGroup-id_158	lexisOnTextAE-id_1286	2021-09-01	
lexisGroup-id_159	lexisOnTextAE-id_1287	2021-09-01	
lexisGroup-id_159	lexisOnTextAE-id_1288	2021-09-01	
lexisGroup-id_159	lexisOnTextAE-id_1289	2021-09-01	
lexisGroup-id_159	lexisOnTextAE-id_1290	2021-09-01	
lexisGroup-id_159	lexisOnTextAE-id_1291	2021-09-01	
lexisGroup-id_159	lexisOnTextAE-id_1292	2021-09-01	
lexisGroup-id_159	lexisOnTextAE-id_1293	2021-09-01	
lexisGroup-id_159	lexisOnTextAE-id_1294	2021-09-01	
lexisGroup-id_159	lexisOnTextAE-id_1295	2021-09-01	
lexisGroup-id_159	lexisOnTextAE-id_1296	2021-09-01	
lexisGroup-id_159	lexisOnTextAE-id_1297	2021-09-01	
lexisGroup-id_159	lexisOnTextAE-id_1298	2021-09-01	
lexisGroup-id_159	lexisOnTextAE-id_1299	2021-09-01	
lexisGroup-id_159	lexisOnTextAE-id_1300	2021-09-01	
lexisGroup-id_159	lexisOnTextAE-id_1301	2021-09-01	
lexisGroup-id_160	lexisOnTextAE-id_1294	2021-09-01	
lexisGroup-id_160	lexisOnTextAE-id_1295	2021-09-01	
lexisGroup-id_160	lexisOnTextAE-id_1296	2021-09-01	
lexisGroup-id_160	lexisOnTextAE-id_1297	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1302	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1303	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1304	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1305	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1306	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1307	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1308	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1309	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1310	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1311	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1312	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1313	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1314	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1315	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1316	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1317	2021-09-01	
lexisGroup-id_161	lexisOnTextAE-id_1318	2021-09-01	
lexisGroup-id_162	lexisOnTextAE-id_1319	2021-09-01	
lexisGroup-id_162	lexisOnTextAE-id_1320	2021-09-01	
lexisGroup-id_162	lexisOnTextAE-id_1321	2021-09-01	
lexisGroup-id_162	lexisOnTextAE-id_1322	2021-09-01	
lexisGroup-id_162	lexisOnTextAE-id_1323	2021-09-01	
lexisGroup-id_162	lexisOnTextAE-id_1324	2021-09-01	
lexisGroup-id_162	lexisOnTextAE-id_1325	2021-09-01	
lexisGroup-id_163	lexisOnTextAE-id_1326	2021-09-01	
lexisGroup-id_163	lexisOnTextAE-id_1327	2021-09-01	
lexisGroup-id_163	lexisOnTextAE-id_1328	2021-09-01	
lexisGroup-id_163	lexisOnTextAE-id_1329	2021-09-01	
lexisGroup-id_163	lexisOnTextAE-id_1330	2021-09-01	
lexisGroup-id_163	lexisOnTextAE-id_1331	2021-09-01	
lexisGroup-id_163	lexisOnTextAE-id_1332	2021-09-01	
lexisGroup-id_164	lexisOnTextAE-id_1326	2021-09-01	
lexisGroup-id_164	lexisOnTextAE-id_1327	2021-09-01	
lexisGroup-id_164	lexisOnTextAE-id_1328	2021-09-01	
lexisGroup-id_164	lexisOnTextAE-id_1329	2021-09-01	
lexisGroup-id_164	lexisOnTextAE-id_1330	2021-09-01	
lexisGroup-id_165	lexisOnTextAE-id_1326	2021-09-01	
lexisGroup-id_165	lexisOnTextAE-id_1327	2021-09-01	
lexisGroup-id_165	lexisOnTextAE-id_1328	2021-09-01	
lexisGroup-id_165	lexisOnTextAE-id_1331	2021-09-01	
lexisGroup-id_165	lexisOnTextAE-id_1332	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1333	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1334	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1335	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1336	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1337	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1338	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1339	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1340	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1341	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1342	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1343	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1344	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1345	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1346	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1347	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1348	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1349	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1350	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1351	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1352	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1353	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1354	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1355	2021-09-01	
lexisGroup-id_166	lexisOnTextAE-id_1356	2021-09-01	
lexisGroup-id_167	lexisOnTextAE-id_1333	2021-09-01	
lexisGroup-id_167	lexisOnTextAE-id_1353	2021-09-01	
lexisGroup-id_167	lexisOnTextAE-id_1354	2021-09-01	
lexisGroup-id_167	lexisOnTextAE-id_1355	2021-09-01	
lexisGroup-id_167	lexisOnTextAE-id_1356	2021-09-01	
lexisGroup-id_168	lexisOnTextAE-id_1340	2021-09-01	
lexisGroup-id_168	lexisOnTextAE-id_1353	2021-09-01	
lexisGroup-id_168	lexisOnTextAE-id_1354	2021-09-01	
lexisGroup-id_168	lexisOnTextAE-id_1355	2021-09-01	
lexisGroup-id_168	lexisOnTextAE-id_1356	2021-09-01	
lexisGroup-id_169	lexisOnTextAE-id_1334	2021-09-01	
lexisGroup-id_169	lexisOnTextAE-id_1353	2021-09-01	
lexisGroup-id_169	lexisOnTextAE-id_1354	2021-09-01	
lexisGroup-id_169	lexisOnTextAE-id_1355	2021-09-01	
lexisGroup-id_169	lexisOnTextAE-id_1356	2021-09-01	
lexisGroup-id_170	lexisOnTextAE-id_1339	2021-09-01	
lexisGroup-id_170	lexisOnTextAE-id_1353	2021-09-01	
lexisGroup-id_170	lexisOnTextAE-id_1354	2021-09-01	
lexisGroup-id_170	lexisOnTextAE-id_1355	2021-09-01	
lexisGroup-id_170	lexisOnTextAE-id_1356	2021-09-01	
lexisGroup-id_171	lexisOnTextAE-id_1338	2021-09-01	
lexisGroup-id_171	lexisOnTextAE-id_1353	2021-09-01	
lexisGroup-id_171	lexisOnTextAE-id_1354	2021-09-01	
lexisGroup-id_171	lexisOnTextAE-id_1355	2021-09-01	
lexisGroup-id_171	lexisOnTextAE-id_1356	2021-09-01	
lexisGroup-id_172	lexisOnTextAE-id_1337	2021-09-01	
lexisGroup-id_172	lexisOnTextAE-id_1353	2021-09-01	
lexisGroup-id_172	lexisOnTextAE-id_1354	2021-09-01	
lexisGroup-id_172	lexisOnTextAE-id_1355	2021-09-01	
lexisGroup-id_172	lexisOnTextAE-id_1356	2021-09-01	
lexisGroup-id_173	lexisOnTextAE-id_1336	2021-09-01	
lexisGroup-id_173	lexisOnTextAE-id_1353	2021-09-01	
lexisGroup-id_173	lexisOnTextAE-id_1354	2021-09-01	
lexisGroup-id_173	lexisOnTextAE-id_1355	2021-09-01	
lexisGroup-id_173	lexisOnTextAE-id_1356	2021-09-01	
lexisGroup-id_174	lexisOnTextAE-id_1335	2021-09-01	
lexisGroup-id_174	lexisOnTextAE-id_1353	2021-09-01	
lexisGroup-id_174	lexisOnTextAE-id_1354	2021-09-01	
lexisGroup-id_174	lexisOnTextAE-id_1355	2021-09-01	
lexisGroup-id_174	lexisOnTextAE-id_1356	2021-09-01	
lexisGroup-id_175	lexisOnTextAE-id_1357	2021-09-01	
lexisGroup-id_175	lexisOnTextAE-id_1358	2021-09-01	
lexisGroup-id_175	lexisOnTextAE-id_1359	2021-09-01	
lexisGroup-id_175	lexisOnTextAE-id_1360	2021-09-01	
lexisGroup-id_175	lexisOnTextAE-id_1361	2021-09-01	
lexisGroup-id_175	lexisOnTextAE-id_1362	2021-09-01	
lexisGroup-id_175	lexisOnTextAE-id_1363	2021-09-01	
lexisGroup-id_175	lexisOnTextAE-id_1364	2021-09-01	
lexisGroup-id_175	lexisOnTextAE-id_1365	2021-09-01	
lexisGroup-id_175	lexisOnTextAE-id_1366	2021-09-01	
lexisGroup-id_175	lexisOnTextAE-id_1367	2021-09-01	
lexisGroup-id_175	lexisOnTextAE-id_1368	2021-09-01	
lexisGroup-id_175	lexisOnTextAE-id_1369	2021-09-01	
lexisGroup-id_175	lexisOnTextAE-id_1370	2021-09-01	
lexisGroup-id_176	lexisOnTextAE-id_1371	2021-09-01	
lexisGroup-id_176	lexisOnTextAE-id_1372	2021-09-01	
lexisGroup-id_176	lexisOnTextAE-id_1373	2021-09-01	
lexisGroup-id_177	lexisOnTextAE-id_1374	2021-09-01	
lexisGroup-id_177	lexisOnTextAE-id_1375	2021-09-01	
lexisGroup-id_177	lexisOnTextAE-id_1376	2021-09-01	
lexisGroup-id_177	lexisOnTextAE-id_1377	2021-09-01	
lexisGroup-id_177	lexisOnTextAE-id_1378	2021-09-01	
lexisGroup-id_177	lexisOnTextAE-id_1379	2021-09-01	
lexisGroup-id_177	lexisOnTextAE-id_1380	2021-09-01	
lexisGroup-id_178	lexisOnTextAE-id_1381	2021-09-01	
lexisGroup-id_178	lexisOnTextAE-id_1382	2021-09-01	
lexisGroup-id_178	lexisOnTextAE-id_1383	2021-09-01	
lexisGroup-id_178	lexisOnTextAE-id_1384	2021-09-01	
lexisGroup-id_178	lexisOnTextAE-id_1385	2021-09-01	
lexisGroup-id_178	lexisOnTextAE-id_1386	2021-09-01	
lexisGroup-id_179	lexisOnTextAE-id_1387	2021-09-01	
lexisGroup-id_179	lexisOnTextAE-id_1388	2021-09-01	
lexisGroup-id_179	lexisOnTextAE-id_1389	2021-09-01	
lexisGroup-id_180	lexisOnTextAE-id_1390	2021-09-01	
lexisGroup-id_180	lexisOnTextAE-id_1391	2021-09-01	
lexisGroup-id_180	lexisOnTextAE-id_1392	2021-09-01	
lexisGroup-id_180	lexisOnTextAE-id_1393	2021-09-01	
lexisGroup-id_180	lexisOnTextAE-id_1394	2021-09-01	
lexisGroup-id_180	lexisOnTextAE-id_1395	2021-09-01	
lexisGroup-id_180	lexisOnTextAE-id_1396	2021-09-01	
lexisGroup-id_180	lexisOnTextAE-id_1397	2021-09-01	
lexisGroup-id_180	lexisOnTextAE-id_1398	2021-09-01	
lexisGroup-id_180	lexisOnTextAE-id_1399	2021-09-01	
lexisGroup-id_180	lexisOnTextAE-id_1400	2021-09-01	
lexisGroup-id_180	lexisOnTextAE-id_1401	2021-09-01	
lexisGroup-id_180	lexisOnTextAE-id_1402	2021-09-01	
lexisGroup-id_181	lexisOnTextAE-id_1403	2021-09-01	
lexisGroup-id_181	lexisOnTextAE-id_1404	2021-09-01	
lexisGroup-id_181	lexisOnTextAE-id_1405	2021-09-01	
lexisGroup-id_181	lexisOnTextAE-id_1406	2021-09-01	
lexisGroup-id_182	lexisOnTextAE-id_1407	2021-09-01	
lexisGroup-id_182	lexisOnTextAE-id_1408	2021-09-01	
lexisGroup-id_182	lexisOnTextAE-id_1409	2021-09-01	
lexisGroup-id_182	lexisOnTextAE-id_1410	2021-09-01	
lexisGroup-id_182	lexisOnTextAE-id_1411	2021-09-01	
lexisGroup-id_182	lexisOnTextAE-id_1412	2021-09-01	
lexisGroup-id_182	lexisOnTextAE-id_1413	2021-09-01	
lexisGroup-id_182	lexisOnTextAE-id_1414	2021-09-01	
lexisGroup-id_182	lexisOnTextAE-id_1415	2021-09-01	
lexisGroup-id_182	lexisOnTextAE-id_1416	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1417	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1418	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1419	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1420	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1421	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1422	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1423	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1424	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1425	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1426	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1427	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1428	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1429	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1430	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1431	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1432	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1433	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1434	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1435	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1436	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1437	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1438	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1439	2021-09-01	
lexisGroup-id_183	lexisOnTextAE-id_1440	2021-09-01	
lexisGroup-id_184	lexisOnTextAE-id_1417	2021-09-01	
lexisGroup-id_184	lexisOnTextAE-id_1418	2021-09-01	
lexisGroup-id_184	lexisOnTextAE-id_1428	2021-09-01	
lexisGroup-id_184	lexisOnTextAE-id_1434	2021-09-01	
lexisGroup-id_184	lexisOnTextAE-id_1436	2021-09-01	
lexisGroup-id_184	lexisOnTextAE-id_1438	2021-09-01	
lexisGroup-id_184	lexisOnTextAE-id_1439	2021-09-01	
lexisGroup-id_184	lexisOnTextAE-id_1440	2021-09-01	
lexisGroup-id_185	lexisOnTextAE-id_1417	2021-09-01	
lexisGroup-id_185	lexisOnTextAE-id_1419	2021-09-01	
lexisGroup-id_185	lexisOnTextAE-id_1428	2021-09-01	
lexisGroup-id_185	lexisOnTextAE-id_1434	2021-09-01	
lexisGroup-id_185	lexisOnTextAE-id_1436	2021-09-01	
lexisGroup-id_185	lexisOnTextAE-id_1438	2021-09-01	
lexisGroup-id_185	lexisOnTextAE-id_1439	2021-09-01	
lexisGroup-id_185	lexisOnTextAE-id_1440	2021-09-01	
lexisGroup-id_186	lexisOnTextAE-id_1417	2021-09-01	
lexisGroup-id_186	lexisOnTextAE-id_1420	2021-09-01	
lexisGroup-id_186	lexisOnTextAE-id_1428	2021-09-01	
lexisGroup-id_186	lexisOnTextAE-id_1429	2021-09-01	
lexisGroup-id_186	lexisOnTextAE-id_1437	2021-09-01	
lexisGroup-id_186	lexisOnTextAE-id_1439	2021-09-01	
lexisGroup-id_186	lexisOnTextAE-id_1440	2021-09-01	
lexisGroup-id_187	lexisOnTextAE-id_1417	2021-09-01	
lexisGroup-id_187	lexisOnTextAE-id_1421	2021-09-01	
lexisGroup-id_187	lexisOnTextAE-id_1428	2021-09-01	
lexisGroup-id_187	lexisOnTextAE-id_1429	2021-09-01	
lexisGroup-id_187	lexisOnTextAE-id_1437	2021-09-01	
lexisGroup-id_187	lexisOnTextAE-id_1439	2021-09-01	
lexisGroup-id_187	lexisOnTextAE-id_1440	2021-09-01	
lexisGroup-id_188	lexisOnTextAE-id_1417	2021-09-01	
lexisGroup-id_188	lexisOnTextAE-id_1422	2021-09-01	
lexisGroup-id_188	lexisOnTextAE-id_1428	2021-09-01	
lexisGroup-id_188	lexisOnTextAE-id_1429	2021-09-01	
lexisGroup-id_188	lexisOnTextAE-id_1437	2021-09-01	
lexisGroup-id_188	lexisOnTextAE-id_1439	2021-09-01	
lexisGroup-id_188	lexisOnTextAE-id_1440	2021-09-01	
lexisGroup-id_189	lexisOnTextAE-id_1417	2021-09-01	
lexisGroup-id_189	lexisOnTextAE-id_1423	2021-09-01	
lexisGroup-id_189	lexisOnTextAE-id_1428	2021-09-01	
lexisGroup-id_189	lexisOnTextAE-id_1429	2021-09-01	
lexisGroup-id_189	lexisOnTextAE-id_1437	2021-09-01	
lexisGroup-id_189	lexisOnTextAE-id_1439	2021-09-01	
lexisGroup-id_189	lexisOnTextAE-id_1440	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1441	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1442	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1443	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1444	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1445	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1446	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1447	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1448	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1449	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1450	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1451	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1452	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1453	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1454	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1455	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1456	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1457	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1458	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1459	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1460	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1461	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1462	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1463	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1464	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1465	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1466	2021-09-01	
lexisGroup-id_190	lexisOnTextAE-id_1467	2021-09-01	
lexisGroup-id_191	lexisOnTextAE-id_1441	2021-09-01	
lexisGroup-id_191	lexisOnTextAE-id_1443	2021-09-01	
lexisGroup-id_191	lexisOnTextAE-id_1453	2021-09-01	
lexisGroup-id_191	lexisOnTextAE-id_1454	2021-09-01	
lexisGroup-id_191	lexisOnTextAE-id_1455	2021-09-01	
